City_ID,City,Country,Latitude,Longitude,Date,Max Temperature (C),Humidity,Cloudiness,Wind Speed (km/h)
290,Hobart,AU,-42.8794,147.3294,2021-03-19 07:05:42,21.11,46,20,5.14
291,George Town,MY,5.4112,100.3354,2021-03-19 07:06:06,33.0,48,20,4.12
292,Nishihara,JP,26.1842,127.7558,2021-03-19 07:08:51,25.0,69,75,3.6
293,Busselton,AU,-33.65,115.3333,2021-03-19 07:01:33,33.89,23,100,1.34
294,Pisco,PE,-13.7,-76.2167,2021-03-19 07:08:52,20.0,83,0,1.54
295,Souillac,MU,-20.5167,57.5167,2021-03-19 07:08:52,27.0,78,40,6.69
296,Macapá,BR,0.0389,-51.0664,2021-03-19 07:08:35,25.0,88,0,2.06
297,Port Blair,IN,11.6667,92.75,2021-03-19 07:08:52,31.62,51,0,3.13
298,Cape Town,ZA,-33.9258,18.4232,2021-03-19 06:59:47,18.0,68,40,9.26
299,Bahía Honda,CU,22.9036,-83.1592,2021-03-19 07:08:53,23.06,88,0,1.31
300,Lüderitz,NA,-26.6481,15.1594,2021-03-19 07:07:52,19.51,54,14,7.16
301,Butaritari,KI,3.0707,172.7902,2021-03-19 07:08:21,27.72,77,0,4.63
302,Airai,TL,-8.9266,125.4092,2021-03-19 07:08:46,20.53,84,100,0.93
303,Shingū,JP,33.7333,135.9833,2021-03-19 07:08:44,17.0,59,20,2.57
304,Avera,US,33.194,-82.5271,2021-03-19 07:08:54,12.0,71,90,5.66
305,Bluff,NZ,-46.6,168.3333,2021-03-19 07:08:22,13.33,80,59,1.79
306,Bom Jesus,BR,-9.0744,-44.3586,2021-03-19 07:08:54,21.73,93,96,0.22
307,Salalah,OM,17.0151,54.0924,2021-03-19 07:08:55,28.0,61,0,3.6
308,Manokwari,ID,-0.8667,134.0833,2021-03-19 07:07:26,26.84,79,39,0.81
309,Davila,PH,18.4726,120.5763,2021-03-19 07:08:55,32.0,66,20,30.87
310,Keti Bandar,PK,24.1447,67.4497,2021-03-19 07:08:55,29.15,50,0,5.35
311,Excelsior Springs,US,39.3392,-94.2261,2021-03-19 07:08:55,4.44,80,1,3.85
312,Ushuaia,AR,-54.8,-68.3,2021-03-19 07:00:10,7.0,70,75,3.09
313,Codrington,AU,-38.2667,141.9667,2021-03-19 07:08:32,20.65,71,0,6.71
314,Vaini,TO,-21.2,-175.2,2021-03-19 07:08:12,26.0,89,20,1.54
315,Mataura,NZ,-46.1927,168.8643,2021-03-19 07:07:45,13.33,80,45,1.79
316,Vaini,TO,-21.2,-175.2,2021-03-19 07:08:12,26.0,89,20,1.54
317,Bluff,NZ,-46.6,168.3333,2021-03-19 07:08:22,13.33,80,59,1.79
318,Mahébourg,MU,-20.4081,57.7,2021-03-19 07:08:57,27.0,78,40,6.69
319,Dikson,RU,73.5069,80.5464,2021-03-19 07:07:48,-33.03,93,0,4.67
320,Busselton,AU,-33.65,115.3333,2021-03-19 07:01:33,33.89,23,100,1.34
321,Albany,US,42.6001,-73.9662,2021-03-19 07:07:48,-1.11,59,100,7.12
322,Laguna,US,38.421,-121.4238,2021-03-19 07:08:58,12.22,94,90,1.25
323,Chinsali,ZM,-10.5414,32.0816,2021-03-19 07:07:40,22.15,81,34,1.79
324,Mount Gambier,AU,-37.8333,140.7667,2021-03-19 07:07:32,26.0,41,0,6.17
325,Samandağ,TR,36.0842,35.9771,2021-03-19 07:08:58,14.0,62,40,4.63
326,Cape Town,ZA,-33.9258,18.4232,2021-03-19 06:59:47,18.0,68,40,9.26
327,Cherskiy,RU,68.75,161.3,2021-03-19 07:08:40,-30.55,98,0,2.16
328,Boguchany,RU,58.3814,97.4531,2021-03-19 07:08:59,-2.81,83,100,5.22
329,Iqaluit,CA,63.7506,-68.5145,2021-03-19 07:08:46,-31.67,68,1,5.14
330,Purranque,CL,-40.9167,-73.1667,2021-03-19 07:08:59,9.0,87,0,0.51
331,Bom Jardim,BR,-7.7958,-35.5872,2021-03-19 07:09:00,21.32,93,98,0.95
332,Qaqortoq,GL,60.7167,-46.0333,2021-03-19 07:09:00,-4.0,50,20,3.09
333,Haines Junction,CA,60.7522,-137.5108,2021-03-19 07:09:00,-6.0,53,100,2.57
334,Butaritari,KI,3.0707,172.7902,2021-03-19 07:08:21,27.72,77,0,4.63
335,Kirakira,SB,-10.4544,161.9205,2021-03-19 07:09:00,28.02,78,100,2.47
336,San Jose,US,37.3394,-121.895,2021-03-19 07:07:48,13.0,87,75,3.6
337,Atuona,PF,-9.8,-139.0333,2021-03-19 07:07:50,26.91,79,2,5.91
338,Katsuura,JP,35.1333,140.3,2021-03-19 07:07:54,16.0,67,40,6.69
339,Albany,US,42.6001,-73.9662,2021-03-19 07:07:48,-1.11,59,100,7.12
340,Esperance,AU,-33.8667,121.9,2021-03-19 07:07:53,31.0,23,0,1.54
341,Ushuaia,AR,-54.8,-68.3,2021-03-19 07:00:10,7.0,70,75,3.09
342,Otane,NZ,-39.8833,176.6333,2021-03-19 07:09:02,16.67,62,15,0.45
343,Barrow,US,71.2906,-156.7887,2021-03-19 07:07:44,-19.0,71,90,3.6
344,Cape Town,ZA,-33.9258,18.4232,2021-03-19 06:59:47,18.0,68,40,9.26
345,Albany,US,42.6001,-73.9662,2021-03-19 07:07:48,-1.11,59,100,7.12
346,Bilibino,RU,68.0546,166.4372,2021-03-19 07:09:03,-25.7,82,92,0.62
347,Port-Gentil,GA,-0.7193,8.7815,2021-03-19 07:07:19,26.0,94,75,1.54
348,Mataura,NZ,-46.1927,168.8643,2021-03-19 07:07:45,13.33,80,45,1.79
349,Poum,NC,-20.2333,164.0167,2021-03-19 07:09:04,26.28,80,100,6.52
350,São Miguel do Araguaia,BR,-13.275,-50.1628,2021-03-19 07:09:04,20.92,92,100,2.05
351,Punta Arenas,CL,-53.15,-70.9167,2021-03-19 07:07:53,9.0,81,0,3.6
352,Chokurdakh,RU,70.6333,147.9167,2021-03-19 07:09:05,-31.22,80,0,3.79
353,Pisco,PE,-13.7,-76.2167,2021-03-19 07:08:52,20.0,83,0,1.54
354,Mehamn,NO,71.0357,27.8492,2021-03-19 07:07:44,-8.0,86,100,15.95
355,Bainbridge Island,US,47.6262,-122.5212,2021-03-19 07:09:05,7.22,93,1,1.54
356,Ushuaia,AR,-54.8,-68.3,2021-03-19 07:00:10,7.0,70,75,3.09
357,Mossamedes,AO,-15.1961,12.1522,2021-03-19 07:09:06,22.53,74,78,2.14
358,Hualmay,PE,-11.0964,-77.6139,2021-03-19 07:07:46,21.27,78,100,2.37
359,Kaeo,NZ,-35.1,173.7833,2021-03-19 07:09:06,17.22,76,0,3.13
360,Hobart,AU,-42.8794,147.3294,2021-03-19 07:05:42,21.11,46,20,5.14
361,Bredasdorp,ZA,-34.5322,20.0403,2021-03-19 07:08:35,16.0,82,75,2.57
362,Avarua,CK,-21.2078,-159.775,2021-03-19 07:07:56,25.0,88,90,1.54
363,Ajdabiya,LY,30.7554,20.2263,2021-03-19 07:09:07,18.58,31,96,9.67
364,Geraldton,AU,-28.7667,114.6,2021-03-19 07:07:04,39.0,8,7,4.63
365,Tabuk,PH,17.4189,121.4443,2021-03-19 07:09:07,27.86,82,100,3.87
366,Punta Arenas,CL,-53.15,-70.9167,2021-03-19 07:07:53,9.0,81,0,3.6
367,Samarai,PG,-10.6167,150.6667,2021-03-19 07:07:47,29.25,68,10,3.22
368,Saint Paul Harbor,US,57.79,-152.4072,2021-03-19 07:09:08,-7.0,49,1,4.63
369,Cairns,AU,-16.9167,145.7667,2021-03-19 07:09:08,29.0,70,90,1.54
370,Touros,BR,-5.1989,-35.4608,2021-03-19 07:09:09,23.0,94,40,1.03
371,Albany,US,42.6001,-73.9662,2021-03-19 07:07:48,-1.11,59,100,7.12
372,Hīt,IQ,33.6416,42.8251,2021-03-19 07:09:10,18.8,31,25,2.72
373,Meadow Lake,US,34.8014,-106.5436,2021-03-19 07:09:10,9.44,34,20,3.6
374,Colesberg,ZA,-30.72,25.0972,2021-03-19 07:09:10,22.74,25,0,2.8
375,Tallahassee,US,30.4383,-84.2807,2021-03-19 07:09:10,12.0,66,1,3.09
376,Peachland,CA,49.7665,-119.7357,2021-03-19 07:09:10,7.78,87,100,4.63
377,Barrow,US,71.2906,-156.7887,2021-03-19 07:07:44,-19.0,71,90,3.6
378,Mabaruma,GY,8.2,-59.7833,2021-03-19 07:09:11,20.92,96,96,0.9
379,Adrar,MR,20.5022,-10.0711,2021-03-19 07:08:05,17.98,14,0,0.49
380,Cape Town,ZA,-33.9258,18.4232,2021-03-19 06:59:47,18.0,68,40,9.26
381,Hilo,US,19.7297,-155.09,2021-03-19 07:07:55,20.0,83,90,2.57
382,Quatre Cocos,MU,-20.2078,57.7625,2021-03-19 07:08:13,28.89,78,40,6.69
383,Rikitea,PF,-23.1203,-134.9692,2021-03-19 07:01:32,26.78,78,100,7.49
384,Pisco,PE,-13.7,-76.2167,2021-03-19 07:08:52,20.0,83,0,1.54
385,Provideniya,RU,64.3833,-173.3,2021-03-19 07:09:13,-20.0,65,0,3.0
386,Ilhabela,BR,-23.7781,-45.3581,2021-03-19 07:07:44,23.89,86,40,2.37
387,Lukulu,ZM,-14.3707,23.242,2021-03-19 07:09:13,20.82,87,87,2.65
388,Rikitea,PF,-23.1203,-134.9692,2021-03-19 07:01:32,26.78,78,100,7.49
389,Sambava,MG,-14.2667,50.1667,2021-03-19 07:09:14,28.82,66,100,4.52
390,Massakory,TD,12.996,15.7293,2021-03-19 07:09:14,32.44,12,0,2.46
391,Bethel,US,41.3712,-73.414,2021-03-19 07:08:09,3.0,56,90,7.2
392,Butaritari,KI,3.0707,172.7902,2021-03-19 07:08:21,27.72,77,0,4.63
393,Mataura,NZ,-46.1927,168.8643,2021-03-19 07:07:45,13.33,80,45,1.79
394,Kapaa,US,22.0752,-159.319,2021-03-19 07:07:49,21.0,78,90,9.26
395,Acapulco de Juárez,MX,16.8634,-99.8901,2021-03-19 07:08:04,22.89,79,0,1.8
396,Talakan,RU,50.3167,130.3667,2021-03-19 07:09:16,-1.12,68,12,2.98
397,Busselton,AU,-33.65,115.3333,2021-03-19 07:01:33,33.89,23,100,1.34
398,Lüderitz,NA,-26.6481,15.1594,2021-03-19 07:07:52,19.51,54,14,7.16
399,Ushuaia,AR,-54.8,-68.3,2021-03-19 07:00:10,7.0,70,75,3.09
400,Busselton,AU,-33.65,115.3333,2021-03-19 07:01:33,33.89,23,100,1.34
401,São José da Coroa Grande,BR,-8.8978,-35.1478,2021-03-19 07:09:17,24.89,85,37,2.89
402,Nogliki,RU,51.8333,143.1667,2021-03-19 07:09:17,-4.01,67,99,6.12
403,Bengkulu,ID,-3.8004,102.2655,2021-03-19 07:08:43,28.72,70,89,3.52
404,Newark,US,40.7357,-74.1724,2021-03-19 07:09:17,3.33,80,90,10.29
405,San Rafael,AR,-34.6177,-68.3301,2021-03-19 07:09:17,12.6,78,23,1.72
406,Durham,US,36.0335,-78.8664,2021-03-19 07:09:18,13.0,94,90,3.6
407,Albany,US,42.6001,-73.9662,2021-03-19 07:07:48,-1.11,59,100,7.12
408,Talnakh,RU,69.4865,88.3972,2021-03-19 07:07:49,-24.87,93,100,2.15
409,Vaini,TO,-21.2,-175.2,2021-03-19 07:08:12,26.0,89,20,1.54
410,Mataura,NZ,-46.1927,168.8643,2021-03-19 07:07:45,13.33,80,45,1.79
411,Albany,US,42.6001,-73.9662,2021-03-19 07:07:48,-1.11,59,100,7.12
412,Esperance,AU,-33.8667,121.9,2021-03-19 07:07:53,31.0,23,0,1.54
413,Kyzyl-Suu,KG,42.3414,78.0056,2021-03-19 07:09:19,3.02,48,0,1.61
414,Ulladulla,AU,-35.35,150.4667,2021-03-19 07:09:20,19.44,100,90,3.09
415,Port Elizabeth,ZA,-33.918,25.5701,2021-03-19 07:08:11,21.67,70,30,1.79
416,Saldanha,ZA,-33.0117,17.9442,2021-03-19 07:09:07,18.0,76,0,5.14
417,Yumen,CN,40.2833,97.2,2021-03-19 07:09:20,4.75,17,0,9.46
418,Tuktoyaktuk,CA,69.4541,-133.0374,2021-03-19 07:07:50,-26.55,100,99,4.11
419,Abu Dhabi,AE,24.4667,54.3667,2021-03-19 07:08:23,36.0,17,0,4.12
420,Jamestown,US,42.097,-79.2353,2021-03-19 07:07:54,-1.67,50,1,7.53
421,Atuona,PF,-9.8,-139.0333,2021-03-19 07:07:50,26.91,79,2,5.91
422,Itoman,JP,26.1247,127.6694,2021-03-19 07:09:22,25.0,73,40,2.57
423,Vaini,TO,-21.2,-175.2,2021-03-19 07:08:12,26.0,89,20,1.54
424,Kapit,MY,2.0167,112.9333,2021-03-19 07:09:22,34.07,47,85,1.96
425,Adelaide,AU,-34.9333,138.6,2021-03-19 07:08:16,30.0,30,0,7.2
426,Punta Arenas,CL,-53.15,-70.9167,2021-03-19 07:07:53,9.0,81,0,3.6
427,Oktyabr'skoye,RU,43.0645,44.7417,2021-03-19 07:09:23,8.0,61,96,8.0
428,Ciudad Bolivar,VE,8.1222,-63.5497,2021-03-19 07:09:11,23.92,75,9,5.58
429,Jamestown,US,42.097,-79.2353,2021-03-19 07:07:54,-1.67,50,1,7.53
430,Hobart,AU,-42.8794,147.3294,2021-03-19 07:05:42,21.11,46,20,5.14
431,Grindavik,IS,63.8424,-22.4338,2021-03-19 07:09:24,7.0,100,90,10.29
432,Aykhal,RU,66.0,111.5,2021-03-19 07:07:38,-19.7,88,71,3.24
433,Hasaki,JP,35.7333,140.8333,2021-03-19 07:05:59,15.0,58,40,5.66
434,Esperance,AU,-33.8667,121.9,2021-03-19 07:07:53,31.0,23,0,1.54
435,Cherskiy,RU,68.75,161.3,2021-03-19 07:08:40,-30.55,98,0,2.16
436,Ushuaia,AR,-54.8,-68.3,2021-03-19 07:00:10,7.0,70,75,3.09
437,Vila do Maio,CV,15.1333,-23.2167,2021-03-19 07:09:25,21.0,64,0,4.12
438,Kapaa,US,22.0752,-159.319,2021-03-19 07:07:49,21.0,78,90,9.26
439,Hobart,AU,-42.8794,147.3294,2021-03-19 07:05:42,21.11,46,20,5.14
440,Bluff,NZ,-46.6,168.3333,2021-03-19 07:08:22,13.33,80,59,1.79
441,Ribeira Grande,PT,38.5167,-28.7,2021-03-19 07:01:31,15.15,83,100,7.82
442,Bluff,NZ,-46.6,168.3333,2021-03-19 07:08:22,13.33,80,59,1.79
443,Ushuaia,AR,-54.8,-68.3,2021-03-19 07:00:10,7.0,70,75,3.09
444,Ushuaia,AR,-54.8,-68.3,2021-03-19 07:00:10,7.0,70,75,3.09
445,Jamestown,US,42.097,-79.2353,2021-03-19 07:07:54,-1.67,50,1,7.53
446,Balkanabat,TM,39.5108,54.3671,2021-03-19 07:07:07,15.23,44,0,3.73
447,Ushuaia,AR,-54.8,-68.3,2021-03-19 07:00:10,7.0,70,75,3.09
448,Jamestown,US,42.097,-79.2353,2021-03-19 07:07:54,-1.67,50,1,7.53
449,Lüderitz,NA,-26.6481,15.1594,2021-03-19 07:07:52,19.51,54,14,7.16
450,Vaini,TO,-21.2,-175.2,2021-03-19 07:08:12,26.0,89,20,1.54
451,Atuona,PF,-9.8,-139.0333,2021-03-19 07:07:50,26.91,79,2,5.91
452,Ushuaia,AR,-54.8,-68.3,2021-03-19 07:00:10,7.0,70,75,3.09
453,Barrow,US,71.2906,-156.7887,2021-03-19 07:07:44,-19.0,71,90,3.6
454,Avarua,CK,-21.2078,-159.775,2021-03-19 07:07:56,25.0,88,90,1.54
455,Tuktoyaktuk,CA,69.4541,-133.0374,2021-03-19 07:07:50,-26.55,100,99,4.11
456,Rāpar,IN,23.5667,70.6333,2021-03-19 07:08:08,31.53,29,0,2.97
457,Butaritari,KI,3.0707,172.7902,2021-03-19 07:08:21,27.72,77,0,4.63
458,Busselton,AU,-33.65,115.3333,2021-03-19 07:01:33,33.89,23,100,1.34
459,Grand Gaube,MU,-20.0064,57.6608,2021-03-19 07:09:29,29.44,62,0,3.13
460,Biak,ID,-0.9131,122.8766,2021-03-19 07:09:30,28.85,72,99,1.09
461,Hambantota,LK,6.1241,81.1185,2021-03-19 07:09:30,25.0,100,90,2.57
462,Kathmandu,NP,27.7167,85.3167,2021-03-19 07:04:36,25.0,36,75,2.06
463,Saldanha,ZA,-33.0117,17.9442,2021-03-19 07:09:07,18.0,76,0,5.14
464,Ushuaia,AR,-54.8,-68.3,2021-03-19 07:00:10,7.0,70,75,3.09
465,Menongue,AO,-14.6585,17.691,2021-03-19 07:09:31,19.38,91,100,1.18
466,Koshurnikovo,RU,54.1667,93.3,2021-03-19 07:08:07,-5.45,85,100,2.31
467,Hobart,AU,-42.8794,147.3294,2021-03-19 07:05:42,21.11,46,20,5.14
468,Melita,CA,49.2681,-100.9967,2021-03-19 07:09:31,1.67,71,0,7.6
469,Bathsheba,BB,13.2167,-59.5167,2021-03-19 07:09:32,24.0,69,40,6.69
470,Hermanus,ZA,-34.4187,19.2345,2021-03-19 07:09:32,17.22,89,99,4.8
471,Albany,US,42.6001,-73.9662,2021-03-19 07:07:48,-1.11,59,100,7.12
472,Sioux Lookout,CA,50.1001,-91.917,2021-03-19 07:09:32,0.0,40,1,1.54
473,George Town,MY,5.4112,100.3354,2021-03-19 07:06:06,33.0,48,20,4.12
474,Durusu,TR,41.3053,28.6767,2021-03-19 07:09:33,11.11,81,75,2.06
475,Albany,US,42.6001,-73.9662,2021-03-19 07:07:48,-1.11,59,100,7.12
476,Tuktoyaktuk,CA,69.4541,-133.0374,2021-03-19 07:07:50,-26.55,100,99,4.11
477,Kirakira,SB,-10.4544,161.9205,2021-03-19 07:09:00,28.02,78,100,2.47
478,Kaduy,RU,59.2,37.15,2021-03-19 07:09:34,-6.0,79,0,2.0
479,Punta Arenas,CL,-53.15,-70.9167,2021-03-19 07:07:53,9.0,81,0,3.6
480,Lorengau,PG,-2.0226,147.2712,2021-03-19 07:09:34,29.02,73,37,2.43
481,Ucluelet,CA,48.9329,-125.5528,2021-03-19 07:09:34,8.33,88,100,1.79
482,Ushuaia,AR,-54.8,-68.3,2021-03-19 07:00:10,7.0,70,75,3.09
483,Busselton,AU,-33.65,115.3333,2021-03-19 07:01:33,33.89,23,100,1.34
484,Jamestown,US,42.097,-79.2353,2021-03-19 07:07:54,-1.67,50,1,7.53
485,Saint George,US,37.1041,-113.5841,2021-03-19 07:07:30,13.33,58,1,2.57
486,Māngrol,IN,21.1167,70.1167,2021-03-19 07:09:35,28.23,53,0,4.74
487,Ustyuzhna,RU,58.8394,36.4321,2021-03-19 07:09:36,-6.74,91,99,2.38
488,Jamestown,US,42.097,-79.2353,2021-03-19 07:07:54,-1.67,50,1,7.53
489,Cabo San Lucas,MX,22.8909,-109.9124,2021-03-19 07:07:46,16.11,56,0,0.45
490,Kirakira,SB,-10.4544,161.9205,2021-03-19 07:09:00,28.02,78,100,2.47
491,Norman Wells,CA,65.282,-126.8329,2021-03-19 07:09:36,-16.0,85,90,5.14
492,Ushuaia,AR,-54.8,-68.3,2021-03-19 07:00:10,7.0,70,75,3.09
493,La Ronge,CA,55.1001,-105.2842,2021-03-19 07:08:10,1.0,69,11,2.06
494,Severo-Kuril'sk,RU,50.6789,156.125,2021-03-19 07:08:16,-0.32,95,91,4.88
495,Punta Arenas,CL,-53.15,-70.9167,2021-03-19 07:07:53,9.0,81,0,3.6
496,Saint Paul Harbor,US,57.79,-152.4072,2021-03-19 07:09:08,-7.0,49,1,4.63
497,Carnarvon,AU,-24.8667,113.6333,2021-03-19 07:07:58,33.0,33,0,6.17
498,Hithadhoo,MV,-0.6,73.0833,2021-03-19 07:08:01,28.06,73,100,4.6
499,Kenai,US,60.5544,-151.2583,2021-03-19 07:09:38,-8.33,52,1,2.57
500,Flinders,AU,-34.5833,150.8552,2021-03-19 07:09:38,21.11,86,100,2.24
501,Athabasca,CA,54.7169,-113.2854,2021-03-19 07:09:39,3.0,75,32,1.54
502,Rikitea,PF,-23.1203,-134.9692,2021-03-19 07:01:32,26.78,78,100,7.49
503,Hasaki,JP,35.7333,140.8333,2021-03-19 07:05:59,15.0,58,40,5.66
504,Adrar,MR,20.5022,-10.0711,2021-03-19 07:08:05,17.98,14,0,0.49
505,Avarua,CK,-21.2078,-159.775,2021-03-19 07:07:56,25.0,88,90,1.54
506,Waipawa,NZ,-41.4122,175.5153,2021-03-19 07:09:40,15.56,72,0,7.72
507,Kaitangata,NZ,-46.2817,169.8464,2021-03-19 07:07:59,14.44,63,75,1.79
508,Chokurdakh,RU,70.6333,147.9167,2021-03-19 07:09:05,-31.22,80,0,3.79
509,Hilo,US,19.7297,-155.09,2021-03-19 07:07:55,20.0,83,90,2.57
510,Mataura,NZ,-46.1927,168.8643,2021-03-19 07:07:45,13.33,80,45,1.79
511,Freeport,US,40.6576,-73.5832,2021-03-19 07:09:41,3.33,87,90,7.72
512,Punta Arenas,CL,-53.15,-70.9167,2021-03-19 07:07:53,9.0,81,0,3.6
513,Bluff,NZ,-46.6,168.3333,2021-03-19 07:08:22,13.33,80,59,1.79
514,Tessalit,ML,20.1986,1.0114,2021-03-19 07:09:41,19.91,17,0,3.44
515,Jamestown,US,42.097,-79.2353,2021-03-19 07:07:54,-1.67,50,1,7.53
516,Arlit,NE,18.7369,7.3853,2021-03-19 07:08:14,28.05,13,0,0.97
517,Thompson,CA,55.7435,-97.8558,2021-03-19 07:09:42,0.0,59,1,1.54
518,Khatanga,RU,71.9667,102.5,2021-03-19 07:08:45,-25.45,92,100,4.43
519,Khor,RU,47.8861,134.9464,2021-03-19 07:09:42,-1.02,88,68,1.64
520,Ushuaia,AR,-54.8,-68.3,2021-03-19 07:00:10,7.0,70,75,3.09
521,Omboué,GA,-1.5746,9.2618,2021-03-19 07:09:43,25.57,84,89,1.69
522,Albany,US,42.6001,-73.9662,2021-03-19 07:07:48,-1.11,59,100,7.12
523,Hithadhoo,MV,-0.6,73.0833,2021-03-19 07:08:01,28.06,73,100,4.6
524,Hermanus,ZA,-34.4187,19.2345,2021-03-19 07:09:32,17.22,89,99,4.8
525,Pacasmayo,PE,-7.4006,-79.5714,2021-03-19 07:09:44,22.83,75,100,5.46
526,Atuona,PF,-9.8,-139.0333,2021-03-19 07:07:50,26.91,79,2,5.91
527,Qaanaaq,GL,77.484,-69.3632,2021-03-19 07:01:21,-23.67,82,100,2.54
528,Morón,AR,-34.6534,-58.6198,2021-03-19 07:09:44,15.56,87,0,1.03
529,Amherst,US,41.3978,-82.2224,2021-03-19 07:09:44,1.11,60,1,8.23
530,Ilulissat,GL,69.2167,-51.1,2021-03-19 07:07:52,-9.0,53,20,8.75
531,Punta Arenas,CL,-53.15,-70.9167,2021-03-19 07:07:53,9.0,81,0,3.6
532,Ribeira Grande,PT,38.5167,-28.7,2021-03-19 07:01:31,15.15,83,100,7.82
533,Atuona,PF,-9.8,-139.0333,2021-03-19 07:07:50,26.91,79,2,5.91
534,Port Alfred,ZA,-33.5906,26.891,2021-03-19 07:09:45,21.82,77,100,8.9
535,Kavaratti,IN,10.5669,72.642,2021-03-19 07:09:46,28.91,65,48,3.3
536,Puerto Ayora,EC,-0.7393,-90.3518,2021-03-19 07:07:47,24.44,95,100,2.1
537,Rikitea,PF,-23.1203,-134.9692,2021-03-19 07:01:32,26.78,78,100,7.49
538,Ponta do Sol,PT,32.6667,-17.1,2021-03-19 07:09:46,16.0,67,20,3.09
539,Yurga,RU,55.7231,84.8861,2021-03-19 07:09:46,-4.82,91,100,5.59
540,Punta Arenas,CL,-53.15,-70.9167,2021-03-19 07:07:53,9.0,81,0,3.6
541,Visnes,NO,59.3556,5.2242,2021-03-19 07:09:47,5.56,93,0,0.51
542,Hobart,AU,-42.8794,147.3294,2021-03-19 07:05:42,21.11,46,20,5.14
543,Mozarlândia,BR,-14.7447,-50.5706,2021-03-19 07:09:47,21.38,93,100,1.0
544,Flinders,AU,-34.5833,150.8552,2021-03-19 07:09:38,21.11,86,100,2.24
545,Bailieborough,IE,53.9167,-6.9667,2021-03-19 07:09:48,6.67,89,24,4.02
546,Yellowknife,CA,62.456,-114.3525,2021-03-19 07:08:22,-9.0,86,1,2.57
547,Busselton,AU,-33.65,115.3333,2021-03-19 07:01:33,33.89,23,100,1.34
548,Esperance,AU,-33.8667,121.9,2021-03-19 07:07:53,31.0,23,0,1.54
549,Dunedin,NZ,-45.8742,170.5036,2021-03-19 07:07:55,13.89,73,26,0.89
550,Souillac,MU,-20.5167,57.5167,2021-03-19 07:08:52,27.0,78,40,6.69
